start_x	start_y	duration
6.407999999999999545e+02	2.235000000000000000e+02	5.500000000000000028e-02
6.717000000000000455e+02	2.601000000000000227e+02	5.099999999999999672e-02
6.847000000000000455e+02	2.695000000000000000e+02	5.099999999999999672e-02
5.642000000000000455e+02	2.284000000000000057e+02	2.660000000000000142e-01
6.442000000000000455e+02	2.686000000000000227e+02	3.699999999999999817e-02
6.498999999999999773e+02	2.703000000000000114e+02	3.699999999999999817e-02
6.490000000000000000e+02	2.686999999999999886e+02	5.070000000000000062e-01
5.862000000000000455e+02	2.114000000000000057e+02	3.800000000000000044e-01
6.082000000000000455e+02	2.070000000000000000e+02	7.000000000000000666e-02
6.066000000000000227e+02	2.125000000000000000e+02	7.000000000000000666e-02
6.066000000000000227e+02	2.121999999999999886e+02	9.040000000000000258e-01
6.617000000000000455e+02	1.998000000000000114e+02	2.649999999999999925e-02
6.627000000000000455e+02	1.999000000000000057e+02	2.649999999999999925e-02
7.741000000000000227e+02	2.025000000000000000e+02	8.150000000000000300e-02
8.085000000000000000e+02	1.943000000000000114e+02	8.150000000000000300e-02
8.997999999999999545e+02	1.653000000000000114e+02	1.469999999999999918e-01
9.485000000000000000e+02	1.640999999999999943e+02	1.469999999999999918e-01
1.033200000000000045e+03	1.633000000000000114e+02	1.044999999999999957e-01
1.062700000000000045e+03	1.749000000000000057e+02	1.044999999999999957e-01
9.611000000000000227e+02	3.316000000000000227e+02	2.650000000000000133e-01
9.166000000000000227e+02	1.424000000000000057e+02	4.900000000000000189e-02
9.247000000000000455e+02	1.444000000000000057e+02	4.549999999999999878e-02
9.381000000000000227e+02	1.415999999999999943e+02	4.549999999999999878e-02
9.382000000000000455e+02	1.419000000000000057e+02	1.089999999999999997e-01
7.762000000000000455e+02	2.489000000000000057e+02	4.299999999999999656e-02
7.607999999999999545e+02	2.566000000000000227e+02	1.064999999999999974e-01
7.615000000000000000e+02	2.488000000000000114e+02	1.064999999999999974e-01
7.863999999999999773e+02	4.156999999999999886e+02	1.102999999999999980e+00
