start_x	start_y	duration
5.622999999999999545e+02	2.296999999999999886e+02	1.419999999999999873e-01
5.008000000000000114e+02	2.378000000000000114e+02	2.800000000000000266e-01
5.933999999999999773e+02	2.498000000000000114e+02	1.125000000000000028e-01
5.916000000000000227e+02	2.728999999999999773e+02	1.125000000000000028e-01
8.912000000000000455e+02	1.431999999999999886e+02	7.000000000000000666e-02
9.217999999999999545e+02	1.400999999999999943e+02	7.000000000000000666e-02
9.212000000000000455e+02	1.394000000000000057e+02	6.410000000000000142e-01
9.016000000000000227e+02	1.435000000000000000e+02	2.675000000000000155e-01
8.021000000000000227e+02	1.724000000000000057e+02	2.675000000000000155e-01
7.582999999999999545e+02	1.395999999999999943e+02	7.850000000000000033e-02
7.651000000000000227e+02	1.045000000000000000e+02	7.850000000000000033e-02
8.305000000000000000e+02	1.270000000000000000e+02	2.350000000000000006e-02
8.381000000000000227e+02	1.311999999999999886e+02	2.350000000000000006e-02
8.382999999999999545e+02	1.309000000000000057e+02	1.419999999999999873e-01
8.412999999999999545e+02	1.421999999999999886e+02	6.800000000000000488e-02
8.275000000000000000e+02	1.534000000000000057e+02	6.800000000000000488e-02
8.276000000000000227e+02	1.534000000000000057e+02	5.899999999999999689e-02
7.653999999999999773e+02	1.629000000000000057e+02	6.600000000000000311e-02
7.313999999999999773e+02	1.709000000000000057e+02	1.829999999999999960e-01
6.857999999999999545e+02	1.753000000000000114e+02	1.829999999999999960e-01
7.055000000000000000e+02	1.334000000000000057e+02	1.310000000000000053e-01
7.337000000000000455e+02	1.501999999999999886e+02	1.310000000000000053e-01
7.337999999999999545e+02	1.505000000000000000e+02	1.880000000000000004e-01
6.315000000000000000e+02	2.145000000000000000e+02	5.199999999999999761e-02
5.041999999999999886e+02	2.935000000000000000e+02	1.590000000000000024e-01
4.861000000000000227e+02	2.938000000000000114e+02	5.349999999999999895e-02
6.937000000000000455e+02	2.818000000000000114e+02	5.349999999999999895e-02
7.687999999999999545e+02	3.463000000000000114e+02	6.400000000000000133e-02
7.773999999999999773e+02	2.943999999999999773e+02	6.400000000000000133e-02
6.531000000000000227e+02	3.513000000000000114e+02	4.879999999999999893e-01
