start_x	start_y	duration
4.991999999999999886e+02	3.838000000000000114e+02	9.600000000000000200e-02
5.495000000000000000e+02	2.254000000000000057e+02	5.999999999999999778e-02
5.538999999999999773e+02	2.490999999999999943e+02	5.999999999999999778e-02
6.887999999999999545e+02	2.178000000000000114e+02	2.750000000000000222e-01
7.042999999999999545e+02	3.928999999999999773e+02	8.050000000000000211e-02
7.032999999999999545e+02	4.220000000000000000e+02	8.050000000000000211e-02
7.325000000000000000e+02	2.180000000000000000e+02	8.849999999999999534e-02
7.358999999999999773e+02	1.669000000000000057e+02	8.849999999999999534e-02
7.513999999999999773e+02	2.285999999999999943e+02	3.410000000000000253e-01
7.462000000000000455e+02	2.090000000000000000e+02	1.239999999999999991e-01
7.671000000000000227e+02	1.928000000000000114e+02	1.239999999999999991e-01
7.666000000000000227e+02	1.930999999999999943e+02	2.459999999999999964e-01
6.665000000000000000e+02	3.053999999999999773e+02	1.074999999999999983e-01
6.801000000000000227e+02	2.973999999999999773e+02	1.074999999999999983e-01
7.383999999999999773e+02	2.115000000000000000e+02	2.969999999999999862e-01
6.198999999999999773e+02	3.310000000000000000e+02	2.874999999999999778e-01
6.425000000000000000e+02	3.018000000000000114e+02	2.874999999999999778e-01
6.762999999999999545e+02	4.368000000000000114e+02	3.250000000000000111e-02
6.841000000000000227e+02	4.548999999999999773e+02	3.250000000000000111e-02
6.848999999999999773e+02	4.556000000000000227e+02	2.570000000000000062e-01
6.965000000000000000e+02	4.516999999999999886e+02	2.350000000000000006e-02
6.955000000000000000e+02	4.471999999999999886e+02	2.350000000000000006e-02
6.710000000000000000e+02	2.863000000000000114e+02	2.800000000000000058e-02
6.747999999999999545e+02	2.765000000000000000e+02	2.800000000000000058e-02
6.738999999999999773e+02	2.748999999999999773e+02	2.469999999999999973e-01
5.953999999999999773e+02	3.676000000000000227e+02	9.700000000000000289e-02
6.595000000000000000e+02	3.503000000000000114e+02	9.700000000000000289e-02
7.108999999999999773e+02	3.658000000000000114e+02	5.899999999999999689e-02
7.362999999999999545e+02	3.603000000000000114e+02	1.370000000000000107e-01
7.945000000000000000e+02	3.676999999999999886e+02	1.370000000000000107e-01
7.942000000000000455e+02	3.678000000000000114e+02	5.899999999999999689e-02
7.631000000000000227e+02	3.443000000000000114e+02	3.300000000000000155e-02
7.667999999999999545e+02	3.481999999999999886e+02	3.300000000000000155e-02
7.666000000000000227e+02	3.486000000000000227e+02	4.200000000000000261e-02
7.667000000000000455e+02	3.456999999999999886e+02	1.285000000000000031e-01
7.867999999999999545e+02	3.396999999999999886e+02	1.285000000000000031e-01
7.872000000000000455e+02	3.388000000000000114e+02	8.500000000000000611e-02
8.583999999999999773e+02	3.308000000000000114e+02	1.100000000000000006e-01
8.691000000000000227e+02	3.183000000000000114e+02	1.759999999999999898e-01
