start_x	start_y	duration
4.963999999999999773e+02	3.123000000000000114e+02	6.300000000000000044e-02
6.882999999999999545e+02	1.876999999999999886e+02	1.000000000000000056e-01
6.942000000000000455e+02	1.975000000000000000e+02	5.199999999999999761e-02
7.111000000000000227e+02	2.050000000000000000e+02	5.199999999999999761e-02
7.103999999999999773e+02	2.041999999999999886e+02	1.590000000000000024e-01
7.237000000000000455e+02	2.065999999999999943e+02	1.340000000000000080e-01
7.297000000000000455e+02	1.640000000000000000e+02	1.340000000000000080e-01
7.283999999999999773e+02	1.638000000000000114e+02	2.489999999999999991e-01
7.292000000000000455e+02	1.506999999999999886e+02	7.499999999999999722e-02
7.105000000000000000e+02	1.646999999999999886e+02	7.499999999999999722e-02
9.166000000000000227e+02	1.416999999999999886e+02	1.069999999999999979e-01
1.034099999999999909e+03	1.353000000000000114e+02	2.104999999999999927e-01
8.550000000000000000e+02	1.087999999999999972e+02	2.104999999999999927e-01
7.782999999999999545e+02	8.479999999999999716e+01	3.815000000000000058e-01
4.558999999999999773e+02	9.520000000000000284e+01	3.815000000000000058e-01
4.565000000000000000e+02	9.459999999999999432e+01	4.800000000000000100e-02
5.497999999999999545e+02	1.265000000000000000e+02	8.400000000000000522e-02
5.691000000000000227e+02	1.209000000000000057e+02	5.719999999999999529e-01
6.322999999999999545e+02	1.910999999999999943e+02	5.719999999999999529e-01
6.712999999999999545e+02	2.305000000000000000e+02	1.170000000000000068e-01
6.692999999999999545e+02	2.154000000000000057e+02	1.170000000000000068e-01
1.122200000000000045e+03	2.678000000000000114e+02	4.399999999999999745e-02
1.121000000000000000e+03	2.643000000000000114e+02	1.325000000000000067e-01
9.710000000000000000e+02	2.478000000000000114e+02	1.325000000000000067e-01
1.135200000000000045e+03	2.471999999999999886e+02	1.130000000000000032e-01
1.014799999999999955e+03	2.334000000000000057e+02	1.130000000000000032e-01
9.681000000000000227e+02	2.530000000000000000e+02	2.660000000000000142e-01
7.507999999999999545e+02	2.316999999999999886e+02	2.660000000000000142e-01
