start_x	start_y	duration
6.683999999999999773e+02	4.638000000000000114e+02	6.900000000000000577e-02
6.822999999999999545e+02	4.645000000000000000e+02	6.900000000000000577e-02
6.885000000000000000e+02	3.111999999999999886e+02	1.039999999999999952e-01
8.320000000000000000e+02	1.820999999999999943e+02	2.000000000000000042e-02
8.457999999999999545e+02	1.745000000000000000e+02	2.000000000000000042e-02
8.456000000000000227e+02	1.744000000000000057e+02	4.700000000000000011e-02
8.456000000000000227e+02	1.764000000000000057e+02	2.949999999999999845e-02
8.421000000000000227e+02	1.806999999999999886e+02	2.949999999999999845e-02
8.418999999999999773e+02	1.796999999999999886e+02	4.499999999999999833e-02
8.360000000000000000e+02	1.804000000000000057e+02	2.565000000000000058e-01
7.623999999999999773e+02	1.916999999999999886e+02	2.565000000000000058e-01
7.625000000000000000e+02	1.920999999999999943e+02	6.500000000000000222e-02
7.607000000000000455e+02	1.900000000000000000e+02	1.095000000000000001e-01
7.723999999999999773e+02	1.793000000000000114e+02	1.095000000000000001e-01
2.150000000000000000e+02	2.110999999999999943e+02	4.415000000000000036e-01
5.575000000000000000e+02	2.104000000000000057e+02	4.415000000000000036e-01
9.453999999999999773e+02	3.456999999999999886e+02	8.500000000000000611e-02
9.730000000000000000e+02	3.406000000000000227e+02	8.150000000000000300e-02
9.957000000000000455e+02	3.403999999999999773e+02	8.150000000000000300e-02
1.022600000000000023e+03	3.423999999999999773e+02	2.249999999999999917e-02
1.026000000000000000e+03	3.331000000000000227e+02	2.249999999999999917e-02
1.026200000000000045e+03	3.331999999999999886e+02	5.199999999999999761e-02
7.107000000000000455e+02	2.070000000000000000e+02	1.529999999999999971e-01
7.020000000000000000e+02	1.894000000000000057e+02	8.300000000000000433e-02
7.182999999999999545e+02	1.935999999999999943e+02	8.300000000000000433e-02
7.187000000000000455e+02	1.938000000000000114e+02	7.099999999999999367e-02
6.987000000000000455e+02	2.013000000000000114e+02	2.649999999999999925e-02
6.908999999999999773e+02	2.020000000000000000e+02	2.649999999999999925e-02
6.911000000000000227e+02	2.024000000000000057e+02	1.824999999999999956e+00
