start_x	start_y	duration
7.507000000000000455e+02	3.235000000000000000e+02	1.570000000000000007e-01
7.501000000000000227e+02	3.233999999999999773e+02	2.330000000000000127e-01
7.423999999999999773e+02	3.266000000000000227e+02	5.999999999999999778e-02
7.405000000000000000e+02	3.186000000000000227e+02	5.999999999999999778e-02
7.808999999999999773e+02	2.886000000000000227e+02	1.799999999999999933e-01
7.873999999999999773e+02	3.336000000000000227e+02	1.799999999999999933e-01
7.802999999999999545e+02	4.086999999999999886e+02	4.399999999999999745e-02
7.811000000000000227e+02	4.138000000000000114e+02	1.990000000000000102e-01
7.752000000000000455e+02	5.583999999999999773e+02	1.990000000000000102e-01
7.383999999999999773e+02	2.293000000000000114e+02	2.079999999999999905e-01
8.582000000000000455e+02	4.429999999999999716e+01	2.099999999999999922e-01
8.740000000000000000e+02	4.128999999999999773e+02	2.099999999999999922e-01
7.348999999999999773e+02	9.000000000000000000e+00	8.799999999999999489e-02
2.690000000000000000e+02	8.809999999999999432e+01	6.600000000000000311e-02
2.561999999999999886e+02	1.350000000000000000e+02	2.649999999999999925e-02
2.726999999999999886e+02	1.633000000000000114e+02	2.649999999999999925e-02
2.364000000000000057e+02	5.960000000000000142e+01	1.160000000000000059e-01
1.990999999999999943e+02	1.799000000000000057e+02	4.299999999999999656e-02
2.255000000000000000e+02	1.844000000000000057e+02	1.744999999999999885e-01
2.388000000000000114e+02	3.233000000000000114e+02	1.744999999999999885e-01
6.181000000000000227e+02	1.915999999999999943e+02	6.149999999999999911e-02
6.262000000000000455e+02	2.409000000000000057e+02	6.149999999999999911e-02
7.113999999999999773e+02	3.208999999999999773e+02	1.005000000000000060e-01
7.777000000000000455e+02	3.298999999999999773e+02	1.005000000000000060e-01
5.198999999999999773e+02	3.188000000000000114e+02	9.650000000000000244e-02
2.886999999999999886e+02	3.143999999999999773e+02	9.650000000000000244e-02
2.890000000000000000e+02	3.153000000000000114e+02	2.670000000000000151e-01
7.572000000000000455e+02	3.301999999999999886e+02	6.800000000000000488e-02
7.973999999999999773e+02	3.170000000000000000e+02	6.800000000000000488e-02
8.477000000000000455e+02	3.408000000000000114e+02	1.275000000000000022e-01
8.783999999999999773e+02	3.211000000000000227e+02	1.275000000000000022e-01
3.246999999999999886e+02	3.060000000000000000e+02	1.620000000000000051e-01
3.175000000000000000e+02	2.911999999999999886e+02	1.189999999999999947e-01
2.831000000000000227e+02	2.653999999999999773e+02	1.189999999999999947e-01
2.835000000000000000e+02	2.643999999999999773e+02	1.489999999999999936e-01
