start_x	start_y	duration
8.186000000000000227e+02	2.186999999999999886e+02	8.050000000000000211e-02
8.448999999999999773e+02	2.245000000000000000e+02	8.050000000000000211e-02
8.890000000000000000e+02	2.513000000000000114e+02	4.000000000000000083e-02
8.842000000000000455e+02	2.470999999999999943e+02	4.000000000000000083e-02
8.853999999999999773e+02	2.484000000000000057e+02	6.370000000000000107e-01
8.677000000000000455e+02	2.400999999999999943e+02	2.500000000000000139e-02
8.647000000000000455e+02	2.450999999999999943e+02	2.500000000000000139e-02
4.061999999999999886e+02	2.123000000000000114e+02	6.650000000000000355e-02
4.161999999999999886e+02	2.195999999999999943e+02	6.650000000000000355e-02
4.076999999999999886e+02	2.583000000000000114e+02	8.750000000000000000e-01
3.666999999999999886e+02	2.123000000000000114e+02	1.095000000000000001e-01
3.410000000000000000e+02	2.084000000000000057e+02	1.095000000000000001e-01
2.983999999999999773e+02	2.090000000000000000e+02	1.749999999999999889e-01
2.975000000000000000e+02	2.070999999999999943e+02	1.049999999999999961e-01
3.096000000000000227e+02	2.196999999999999886e+02	1.049999999999999961e-01
3.098000000000000114e+02	2.200999999999999943e+02	8.300000000000000433e-02
3.141000000000000227e+02	2.113000000000000114e+02	1.449999999999999900e-01
3.233000000000000114e+02	1.829000000000000057e+02	1.449999999999999900e-01
3.231999999999999886e+02	1.840000000000000000e+02	1.600000000000000033e-01
3.131999999999999886e+02	1.825999999999999943e+02	5.949999999999999734e-02
3.033999999999999773e+02	1.875999999999999943e+02	5.949999999999999734e-02
3.028000000000000114e+02	1.871999999999999886e+02	4.599999999999999922e-02
2.763000000000000114e+02	2.114000000000000057e+02	4.909999999999999920e-01
8.497000000000000455e+02	2.180000000000000000e+02	5.650000000000000161e-02
8.572000000000000455e+02	2.180999999999999943e+02	5.650000000000000161e-02
8.570000000000000000e+02	2.178000000000000114e+02	7.599999999999999811e-02
8.792999999999999545e+02	1.985999999999999943e+02	2.299999999999999961e-02
8.847000000000000455e+02	2.013000000000000114e+02	2.299999999999999961e-02
8.850000000000000000e+02	2.005000000000000000e+02	2.379999999999999893e-01
8.921000000000000227e+02	1.989000000000000057e+02	2.599999999999999881e-02
8.900000000000000000e+02	2.045000000000000000e+02	2.599999999999999881e-02
8.897999999999999545e+02	2.039000000000000057e+02	4.800000000000000100e-02
9.248999999999999773e+02	2.051999999999999886e+02	2.800000000000000058e-02
9.320000000000000000e+02	2.094000000000000057e+02	2.800000000000000058e-02
9.322999999999999545e+02	2.096999999999999886e+02	4.520000000000000129e-01
