start_x	start_y	duration
7.700000000000000000e+02	1.841999999999999886e+02	1.630000000000000060e-01
4.163000000000000114e+02	2.478000000000000114e+02	2.000000000000000042e-02
4.310000000000000000e+02	2.171999999999999886e+02	2.000000000000000042e-02
4.318000000000000114e+02	2.173000000000000114e+02	2.449999999999999956e-01
3.300000000000000000e+02	1.803000000000000114e+02	2.740000000000000213e-01
3.938999999999999773e+02	2.100000000000000000e+02	6.800000000000000488e-02
4.031999999999999886e+02	1.939000000000000057e+02	6.800000000000000488e-02
4.023000000000000114e+02	1.951999999999999886e+02	1.260000000000000009e-01
2.941999999999999886e+02	3.898000000000000114e+02	3.589999999999999858e-01
2.755000000000000000e+02	3.828999999999999773e+02	9.750000000000000333e-02
2.875000000000000000e+02	4.051999999999999886e+02	9.750000000000000333e-02
2.878999999999999773e+02	4.063999999999999773e+02	4.929999999999999938e-01
6.036000000000000227e+02	1.795000000000000000e+02	1.950000000000000067e-01
6.645000000000000000e+02	1.675999999999999943e+02	1.950000000000000067e-01
6.660000000000000000e+02	1.680999999999999943e+02	5.899999999999999689e-02
3.188999999999999773e+02	5.245000000000000000e+02	1.305000000000000049e-01
2.901999999999999886e+02	5.187999999999999545e+02	1.305000000000000049e-01
3.803000000000000114e+02	4.661999999999999886e+02	6.800000000000000488e-02
3.841999999999999886e+02	4.610000000000000000e+02	6.800000000000000488e-02
3.850000000000000000e+02	4.606999999999999886e+02	1.069999999999999979e-01
2.913000000000000114e+02	2.288000000000000114e+02	6.300000000000000044e-02
3.015000000000000000e+02	2.440999999999999943e+02	1.044999999999999957e-01
2.821999999999999886e+02	2.103000000000000114e+02	1.044999999999999957e-01
2.821999999999999886e+02	2.103000000000000114e+02	2.010000000000000120e-01
4.860000000000000000e+02	4.591000000000000227e+02	4.299999999999999656e-02
4.795000000000000000e+02	4.753999999999999773e+02	1.049999999999999961e-01
4.588000000000000114e+02	4.641000000000000227e+02	1.049999999999999961e-01
4.166999999999999886e+02	2.534000000000000057e+02	6.800000000000000488e-02
4.131999999999999886e+02	2.276999999999999886e+02	6.800000000000000488e-02
3.395000000000000000e+02	2.038000000000000114e+02	5.700000000000000205e-02
3.566999999999999886e+02	2.110000000000000000e+02	9.900000000000000466e-02
3.098000000000000114e+02	2.181999999999999886e+02	9.900000000000000466e-02
3.101000000000000227e+02	2.185000000000000000e+02	1.459999999999999909e-01
2.633000000000000114e+02	2.456999999999999886e+02	5.789999999999999591e-01
