start_x	start_y	duration
9.142999999999999545e+02	2.330000000000000000e+02	7.099999999999999367e-02
5.256000000000000227e+02	1.641999999999999886e+02	7.399999999999999634e-02
5.447000000000000455e+02	1.864000000000000057e+02	7.399999999999999634e-02
5.036000000000000227e+02	2.320999999999999943e+02	5.500000000000000028e-02
5.156000000000000227e+02	2.325999999999999943e+02	9.400000000000000022e-02
5.360000000000000000e+02	2.448000000000000114e+02	9.400000000000000022e-02
5.366000000000000227e+02	2.450000000000000000e+02	5.199999999999999761e-02
4.966000000000000227e+02	2.511999999999999886e+02	4.299999999999999933e-01
5.603999999999999773e+02	2.195999999999999943e+02	2.299999999999999961e-02
5.551000000000000227e+02	2.224000000000000057e+02	2.299999999999999961e-02
5.550000000000000000e+02	2.226999999999999886e+02	7.259999999999999787e-01
5.001000000000000227e+02	2.708999999999999773e+02	2.450000000000000094e-02
4.935000000000000000e+02	2.438000000000000114e+02	2.450000000000000094e-02
4.933999999999999773e+02	2.430999999999999943e+02	1.199999999999999956e-01
4.858999999999999773e+02	2.380000000000000000e+02	3.400000000000000244e-02
4.871999999999999886e+02	2.410999999999999943e+02	3.400000000000000244e-02
4.870000000000000000e+02	2.419000000000000057e+02	4.700000000000000011e-02
5.315000000000000000e+02	2.334000000000000057e+02	6.009999999999999787e-01
4.865000000000000000e+02	2.430999999999999943e+02	2.649999999999999925e-02
4.758999999999999773e+02	2.450000000000000000e+02	2.649999999999999925e-02
4.758999999999999773e+02	2.444000000000000057e+02	3.200000000000000067e-01
5.462000000000000455e+02	2.284000000000000057e+02	8.259999999999999565e-01
5.506000000000000227e+02	3.206000000000000227e+02	5.600000000000000117e-02
5.377999999999999545e+02	2.565000000000000000e+02	7.049999999999999323e-02
5.362000000000000455e+02	2.388000000000000114e+02	7.049999999999999323e-02
5.367999999999999545e+02	2.388000000000000114e+02	1.350000000000000089e-01
5.702999999999999545e+02	2.559000000000000057e+02	8.849999999999999534e-02
5.686000000000000227e+02	2.489000000000000057e+02	8.849999999999999534e-02
8.347000000000000455e+02	2.443000000000000114e+02	6.650000000000000355e-02
8.617999999999999545e+02	2.470000000000000000e+02	6.650000000000000355e-02
8.507000000000000455e+02	2.000999999999999943e+02	2.879999999999999782e-01
