start_x	start_y	duration
5.788999999999999773e+02	5.093999999999999773e+02	9.500000000000000111e-02
7.066000000000000227e+02	2.045000000000000000e+02	1.150000000000000050e-01
7.157000000000000455e+02	1.911999999999999886e+02	1.150000000000000050e-01
7.418999999999999773e+02	1.685000000000000000e+02	2.000000000000000042e-02
7.486000000000000227e+02	1.614000000000000057e+02	2.000000000000000042e-02
7.482000000000000455e+02	1.605999999999999943e+02	9.959999999999999964e-01
7.592999999999999545e+02	1.445000000000000000e+02	1.575000000000000011e-01
7.961000000000000227e+02	1.518000000000000114e+02	1.575000000000000011e-01
7.972000000000000455e+02	1.513000000000000114e+02	1.739999999999999880e-01
4.883000000000000114e+02	9.250000000000000000e+01	1.270000000000000018e-01
4.896000000000000227e+02	8.750000000000000000e+01	7.349999999999999589e-02
4.960000000000000000e+02	9.670000000000000284e+01	7.349999999999999589e-02
8.167000000000000455e+02	1.323000000000000114e+02	3.049999999999999933e-02
8.002000000000000455e+02	1.277000000000000028e+02	3.049999999999999933e-02
7.998999999999999773e+02	1.267999999999999972e+02	2.829999999999999738e-01
1.543000000000000114e+02	1.844000000000000057e+02	3.534999999999999809e-01
2.861000000000000227e+02	2.091999999999999886e+02	3.534999999999999809e-01
2.848999999999999773e+02	1.107999999999999972e+02	5.500000000000000028e-02
2.990000000000000000e+02	1.316999999999999886e+02	3.985000000000000209e-01
4.146000000000000227e+02	1.568000000000000114e+02	3.985000000000000209e-01
4.151000000000000227e+02	1.560999999999999943e+02	5.999999999999999778e-02
3.431999999999999886e+02	4.603999999999999773e+02	1.705000000000000127e-01
3.856000000000000227e+02	4.713999999999999773e+02	1.705000000000000127e-01
3.856000000000000227e+02	4.711999999999999886e+02	1.779999999999999916e-01
4.861000000000000227e+02	5.021999999999999886e+02	2.740000000000000213e-01
