start_x	start_y	duration
8.625000000000000000e+02	2.405000000000000000e+02	6.550000000000000266e-02
9.043999999999999773e+02	2.353000000000000114e+02	6.550000000000000266e-02
9.285000000000000000e+02	1.940000000000000000e+02	1.580000000000000016e-01
9.692999999999999545e+02	2.409000000000000057e+02	1.580000000000000016e-01
9.697000000000000455e+02	2.410999999999999943e+02	4.700000000000000011e-02
9.685000000000000000e+02	2.338000000000000114e+02	3.799999999999999906e-02
9.808999999999999773e+02	2.364000000000000057e+02	3.799999999999999906e-02
9.798999999999999773e+02	2.358000000000000114e+02	5.600000000000000117e-02
6.776000000000000227e+02	1.688000000000000114e+02	1.340000000000000080e-01
9.483999999999999773e+02	2.115000000000000000e+02	1.179999999999999938e-01
9.282999999999999545e+02	1.959000000000000057e+02	1.179999999999999938e-01
9.873999999999999773e+02	2.496999999999999886e+02	2.740000000000000213e-01
9.561000000000000227e+02	2.350000000000000000e+02	7.799999999999999989e-02
9.690000000000000000e+02	2.210000000000000000e+02	7.799999999999999989e-02
9.692000000000000455e+02	2.226999999999999886e+02	1.260000000000000009e-01
9.478999999999999773e+02	3.818999999999999773e+02	1.469999999999999918e-01
9.491000000000000227e+02	3.863999999999999773e+02	7.000000000000000666e-02
9.806000000000000227e+02	3.950000000000000000e+02	7.000000000000000666e-02
9.815000000000000000e+02	3.950000000000000000e+02	7.199999999999999456e-02
9.616000000000000227e+02	2.323000000000000114e+02	1.320000000000000062e-01
9.727000000000000455e+02	2.018000000000000114e+02	9.299999999999999933e-02
9.687999999999999545e+02	2.214000000000000057e+02	9.299999999999999933e-02
9.675000000000000000e+02	2.213000000000000114e+02	2.101999999999999869e+00
9.607000000000000455e+02	2.321999999999999886e+02	1.069999999999999979e-01
9.593999999999999773e+02	2.108000000000000114e+02	1.069999999999999979e-01
9.592999999999999545e+02	2.113000000000000114e+02	1.499999999999999944e-01
