start_x	start_y	duration
5.982000000000000455e+02	2.441999999999999886e+02	1.054999999999999966e-01
6.241000000000000227e+02	3.026000000000000227e+02	1.219999999999999973e-01
6.336000000000000227e+02	3.266999999999999886e+02	1.680000000000000104e-01
6.632000000000000455e+02	3.276000000000000227e+02	1.680000000000000104e-01
6.632000000000000455e+02	3.281999999999999886e+02	1.549999999999999989e-01
6.581000000000000227e+02	3.238999999999999773e+02	1.885000000000000009e-01
6.287000000000000455e+02	2.831000000000000227e+02	1.885000000000000009e-01
6.280000000000000000e+02	2.828000000000000114e+02	1.250000000000000000e-01
6.470000000000000000e+02	3.726999999999999886e+02	4.339999999999999969e-01
6.397000000000000455e+02	2.731000000000000227e+02	2.299999999999999961e-02
6.440000000000000000e+02	2.826000000000000227e+02	2.299999999999999961e-02
6.435000000000000000e+02	2.821000000000000227e+02	4.480000000000000093e-01
6.108999999999999773e+02	2.658999999999999773e+02	1.214999999999999969e-01
6.072000000000000455e+02	2.626999999999999886e+02	1.214999999999999969e-01
6.357999999999999545e+02	2.525000000000000000e+02	3.300000000000000155e-02
6.375000000000000000e+02	2.465999999999999943e+02	3.300000000000000155e-02
6.373999999999999773e+02	2.475000000000000000e+02	2.459999999999999964e-01
1.244299999999999955e+03	2.606999999999999886e+02	1.610000000000000042e-01
1.220700000000000045e+03	2.545000000000000000e+02	9.600000000000000200e-02
1.206799999999999955e+03	2.348000000000000114e+02	9.600000000000000200e-02
1.206400000000000091e+03	2.344000000000000057e+02	4.299999999999999656e-02
1.264900000000000091e+03	2.761999999999999886e+02	1.449999999999999900e-01
1.246099999999999909e+03	2.615000000000000000e+02	1.219999999999999973e-01
1.222799999999999955e+03	2.374000000000000057e+02	1.219999999999999973e-01
1.222200000000000045e+03	2.371999999999999886e+02	2.459999999999999964e-01
1.204799999999999955e+03	2.344000000000000057e+02	1.059999999999999970e-01
1.185599999999999909e+03	2.215999999999999943e+02	1.059999999999999970e-01
1.185500000000000000e+03	2.215999999999999943e+02	1.110000000000000014e-01
1.176599999999999909e+03	2.176999999999999886e+02	1.255000000000000004e-01
1.156500000000000000e+03	1.991999999999999886e+02	1.255000000000000004e-01
9.341000000000000227e+02	3.581999999999999886e+02	5.090000000000000080e-01
