start_x	start_y	duration
7.890000000000000000e+02	2.139000000000000057e+02	8.649999999999999356e-02
4.846999999999999886e+02	1.495000000000000000e+02	6.400000000000000133e-02
4.718000000000000114e+02	1.495999999999999943e+02	6.400000000000000133e-02
4.505000000000000000e+02	1.366999999999999886e+02	1.660000000000000087e-01
4.693000000000000114e+02	1.445999999999999943e+02	6.800000000000000488e-02
4.786000000000000227e+02	1.455000000000000000e+02	6.800000000000000488e-02
4.781000000000000227e+02	1.455000000000000000e+02	3.109999999999999987e-01
4.706999999999999886e+02	1.300000000000000000e+02	1.184999999999999942e-01
4.541999999999999886e+02	1.072000000000000028e+02	1.184999999999999942e-01
9.151000000000000227e+02	1.929000000000000057e+02	4.200000000000000261e-02
9.397000000000000455e+02	1.984000000000000057e+02	4.200000000000000261e-02
9.393999999999999773e+02	1.983000000000000114e+02	1.150000000000000050e-01
9.355000000000000000e+02	1.924000000000000057e+02	2.999999999999999889e-02
9.327000000000000455e+02	1.948000000000000114e+02	2.999999999999999889e-02
9.063999999999999773e+02	1.755999999999999943e+02	3.200000000000000067e-02
9.150000000000000000e+02	1.865999999999999943e+02	3.200000000000000067e-02
9.152999999999999545e+02	1.860999999999999943e+02	1.229999999999999982e-01
9.133999999999999773e+02	1.898000000000000114e+02	2.299999999999999961e-02
9.095000000000000000e+02	1.905999999999999943e+02	2.299999999999999961e-02
9.293999999999999773e+02	2.509000000000000057e+02	7.000000000000000666e-02
9.275000000000000000e+02	2.611000000000000227e+02	7.000000000000000666e-02
9.272999999999999545e+02	2.613000000000000114e+02	1.960000000000000075e-01
9.221000000000000227e+02	2.596999999999999886e+02	6.600000000000000311e-02
9.230000000000000000e+02	2.533000000000000114e+02	6.600000000000000311e-02
9.105000000000000000e+02	1.725000000000000000e+02	7.449999999999999678e-02
9.090000000000000000e+02	1.788000000000000114e+02	7.449999999999999678e-02
9.062000000000000455e+02	2.305999999999999943e+02	3.200000000000000067e-02
9.122000000000000455e+02	2.100000000000000000e+02	3.200000000000000067e-02
9.117999999999999545e+02	2.100000000000000000e+02	8.419999999999999707e-01
9.072000000000000455e+02	1.770999999999999943e+02	2.350000000000000006e-02
9.007999999999999545e+02	1.820000000000000000e+02	2.350000000000000006e-02
9.012000000000000455e+02	1.813000000000000114e+02	4.800000000000000100e-02
9.046000000000000227e+02	1.825999999999999943e+02	4.750000000000000056e-02
9.120000000000000000e+02	1.821999999999999886e+02	4.750000000000000056e-02
9.113999999999999773e+02	1.825999999999999943e+02	1.159000000000000030e+00
9.258999999999999773e+02	1.898000000000000114e+02	7.749999999999999944e-02
9.197000000000000455e+02	1.950999999999999943e+02	7.749999999999999944e-02
9.221000000000000227e+02	2.250999999999999943e+02	3.230000000000000093e-01
